reference_no,pubyr,author1last,author2last,reftitle,doi,publication_type,complete_aff,grid_code,samp_country,aff_country1,aff_country2,aff_country3,aff_country4,aff_country5,aff_country6,aff_country7,amber,journal,statement,group,notes
70292,2019,Jin,‚àö√ñ‚âà¬∞lipi‚àö√ñ‚Äö√Ñ√ªski,"Mesopassandrinae subfam. nov., a basal group of parasitic flat beetle (Coleoptera: Passandridae) from Cretaceous Burmese amber",10.1080/14772019.2019.1584923,journal article,NA,,Myanmar (Burma),China,Australia,,,,,,yes,Journal of Systematic Paleontology,no,arthropoda,
69254,2019,Ellenberger,Fanti,New Cretaceous soldier beetle (Cantharidae) from Burmese amber with preserved coloration on the elytra,10.11646/zootaxa.4609.3.13,journal article,NA,,Myanmar (Burma),Germany,Italy,,,,,,yes,Zootaxa,unknown,arthropoda,
68078,2019,Ru‚àö√ñ¬¨√¶i‚àö√ë¬¨√ßkov‚àö√â¬¨¬∞,Nel,"New dustywings (Neuroptera, Coniopterygidae) from mid-Cretaceous amber of Myanmar reveal spectacular diversity",,journal article,NA,,Myanmar (Burma),Czech Republic,France,,,,,,yes,,,arthropoda,
69282,2019,Sol‚àö√â¬¨‚â•rzano Kraemer,Cumming,New genera of brachyceran flies (Diptera: Xylomyidae and Apsilocephalidae sensu auctorum) from mid-Cretaceous Hukawng Valley Burmese amber,10.11646/palaeoentomology.2.3.,journal article,"Forschungsinstitut und Naturmuseum Senckenberg, Senckenberganlage 25, 60325 Frankfurt am Main, Germany. monica.solorzano-kraemer@senckenberg.deb Invertebrate Biodiversity, Agriculture and Agri-Food Canada, 960 Carling Avenue, Ottawa, Ontario, Canada K1A 0C",,Myanmar (Burma),Germany,Canada,,,,,,yes,Palaeoentomology,unknown,arthropoda,
70533,2019,Heiss,,"New genus and species of Calisiinae from Cretaceous Burmese amber (Hemiptera, Heteroptera, Aradidae)",,journal article,NA,,Myanmar (Burma),Austria,,,,,,,yes,,,arthropoda,
71210,2019,Gao,Yin,New insects feeding on dinosaur feathers in mid-Cretaceous amber,10.1038/s41467-019-13516-4,journal article,NA,,Myanmar (Burma),China,USA,Russia,,,,,yes,Nature Communications,no,arthropoda,"The amber specimens were acquired by Mr Fangyuan Xia in 2015, who donated these two pieces of amber for studying in 2016. All type specimens are permanently deposited at the Key Lab of Insect Evolution and Environmental Changes, College of Life Sciences, Capital Normal University, Beijing, China (CNUB; Dong Ren, Curator) under the collection number CNU-MA2016001—CNU-MA2016010."
70639,2019,Bai,Chang,New silky lacewings from mid-Cretaceous Burmese amber (Insecta: Neuroptera: Psychopsidae),,journal article,NA,,Myanmar (Burma),China,,,,,,,yes,,,arthropoda,
71496,2019,Fanti,Damgaard,"New soldier beetles (Cantharidae) from Baltic, Burmese and Dominican ambers of the Anders Damgaard amber collection",,journal article,NA,,Myanmar (Burma),Italy,Denmark,,,,,,yes,,,arthropoda,
71019,2019,Talamas,Johnson,Proterosceliopsidae: A new family of Platygastroidea from Cretaceous amber,10.3897/jhr.73.32256,journal article,NA,,Myanmar (Burma),China,USA,,,,,,yes,Journal of Hymenoptera Research,no,arthropoda,
69256,2019,Brooks,Cumming,Remarkable new fossil species of Schistostoma Becker (Diptera: Dolichopodidae: Microphorinae) from mid-Cretaceous Burmese amber,,journal article,NA,,Myanmar (Burma),Canada,USA,,,,,,yes,,,arthropoda,
70045,2019,Vitali,Ellenberger,"Sparedrus archaicus n. sp., the first false blister beetle (Coleoptera, Oedemeridae) from Burmese amber",,journal article,NA,,Myanmar (Burma),Luxembourg,Germany,,,,,,yes,,,arthropoda,
70536,2019,Moritz,Wesener,The first known fossils of the Platydesmida - an extant American genus in Cretaceous amber from Myanmar (Diplopoda: Platydesmida: Andrognathidae),10.1007/s13127-019-00408-0,journal article,NA,,Myanmar (Burma),Germany,,,,,,,yes,Organisms Diversity & Evolution,no,arthropoda,"The 15 studied specimens are from the private collections of Patrick Müller (Käshofen, Germany), Jörg Wunderlich (Hirschberg, Germany), and from the Zoological Research Museum Alexander Koenig, Bonn (ZFMK) "
68474,2019,Chen,Su,"Zorotypus hukawngi sp. nov., a fossil winged Zoraptera (Insect)\r\nin Burmese amber",,journal article,NA,,Myanmar (Burma),China,,,,,,,yes,,,arthropoda,
66444,2018,Sroka,Staniczek,'Rolling' stoneflies (Insecta: Plecoptera) from mid-Cretaceous Burmese amber,10.7717/peerj.5354,journal article,"Biology Centre of the Czech Academy of Sciences, Institute of Entomology, ?esk Bud?jovice, Czech Republic;2Department of Entomology, Stuttgart State Museum of Natural History, Stuttgart, Germany;3Department of Bioagricultural Sciences and Pest Management, Colorado State University, Fort Collins, CO, USA ",,Myanmar (Burma),Czech Republic,Germany,USA,,,,,yes,PeerJ,no,arthropoda,This publication is dedicated to the Rolling Stones on the occasion of Mick Jagger’s 75th birthday
67845,2018,Li,Lu,"‚àö¬¢‚Äö√á¬®¬¨‚Ä†Electrorubesopsinae, a new subfamily from Cretaceous Burmese amber, as the possible sister group of Dynamopodinae (Coleoptera: Scarabaeidae)",10.1080/14772019.2018.1427638,journal article,"aKey Laboratory of Zoological Systematics and Evolution, Institute of Zoology, Chinese Academy of Sciences, 92 Box, No. 1 BeichenWest Road, Chaoyang District, Beijing, 100101, PR China;bUniversity of the Chinese Academy of Sciences, Yuquan Road, Shijingshan,Beijing, 100039, PR China;cState Key Laboratory of Palaeobiology and Stratigraphy, Nanjing Institute of Geology and Palaeontology,Chinese Academy of Sciences, Nanjing, 210008, PR China;dCollege of Plant Protection, Agricultural University of Hebei, Baoding,071001, PR China",,Myanmar (Burma),China,,,,,,,yes,,,arthropoda,
66938,2018,Ulitzka,,A first survey of Cretaceous thrips from Burmese amber including the establishment of a new family of Tubulifera (Insecta: Thysanoptera),10.11646/zootaxa.4486.4.8,journal article,"1Thrips-iD, Straburger Strae 37A, 77652 Offenburg, Germany",,Myanmar (Burma),Germany,,,,,,,yes,,,arthropoda,
67221,2018,Dunlop,Frahnert,A giant mite in Cretaceous Burmese amber,10.5194/fr-21-285-2018,journal article,";    1Museum fr Naturkunde, Leibniz Institute for Evolution and Biodiversity Science, Invalidenstrasse 43, 10115 Berlin, Germany;    2private address: Maxim-Gorki Str. 15a, 14513 Teltow, Germany;    3Department of Invertebrate Systematics and Ecology, Wroc?aw University of Environmental and Life Sciences, Ko?uchowska 5B, 51-631 Wroc?aw, Poland",,Myanmar (Burma),Germany,Poland,,,,,,yes,,,arthropoda,
66539,2018,Zheng,Chang,A Late Cretaceous amber biota from central Myanmar,10.1038/s41467-018-05650-2,journal article,"1State Key Laboratory of Palaeobiology and Stratigraphy, Nanjing Institute of Geology and Palaeontology and Center for Excellence in Life andPaleoenvironment, Chinese Academy of Sciences, 39 East Beijing Road, 210008 Nanjing, China.2Department of Earth Sciences, The University of HongKong, Hong Kong Special Administrative Region, Hong Kong, China.3University of Rennes, CNRS, Gosciences Rennes - UMR 6118, 35000 Rennes, France.4Department of Earth Sciences, Indian Institute of Technology Bombay, Mumbai 400076, India.5School of Earth Sciences, University of Bristol, Life SciencesBuilding, Tyndall Ave., Bristol BS8 1TQ, UK.6Shandong Provincial Key Laboratory of Depositional Mineralization & Sedimentary Minerals, ShandongUniversity of Science and Technology, 266590 Qingdao, Shando",,Myanmar (Burma),China,Hong Kong,France,UK,,,,yes,,,arthropoda,
66353,2018,Xing,Caldwell,A mid-Cretaceous embryonic-to-neonate snake in amber from Myanmar,10.1126/sciadv.aat5042,journal article,"of Geosciences, Beijing 100083, China.;2;School of the Earth Sciences and Resources,;China University of Geosciences, Beijing 100083, China.;3;Department of Biological;Sciences, University of Alberta, Edmonton, Alberta T6G 2E9, Canada.;4;Key Laboratory;of Zoological Systematics and Evolution, Institute of Zoology, Chinese Academy of;Sciences, Beijing 100101, China.;5;Department of Anatomy, Midwestern University,;Glendale, AZ 85308, USA.;6;South Australian Museum, North Terrace, Adelaide, South;Australia 5000, Australia.;7;College of Science and Engineering, Flinders Uni-;versity, Adelaide, South Australia, Australia.;8;Royal Saskatchewan Museum, Regina,;Saskatchewan S4P 4W7, Canada.;9;Biology Department, University of Regina, Regina,;Saskatchewan S4S 0A2, Canada.;10;Paleo-diary Museum of Natural History, Beijing;100097, China.;11;Beijing Forestry University, Beijing 100083, China.;*Corresponding author. Email: mw.caldwell@ualberta.",,Myanmar (Burma),China,Canada,USA,Australia,,,,yes,Science Advances,no,squamata,
66665,2018,Zheng,Chang,A new Gondwanan dragonfly (Odonata: Anisoptera: Araripegomphidae) from mid-Cretaceous Burmese amber,10.1016/j.cretres.2018.08.011,journal article,"aState Key Laboratory of Palaeobiology and Stratigraphy, Nanjing Institute of 7 Geology and Palaeontology and Center for Excellence in Life and Paleoenvironment, 8 Chinese Academy of Sciences, 39 East Beijing Road, Nanjing 210008, China9 bDepartment of Earth Sciences, The University of Hong Kong, Hong Kong Special 10 Administrative Region, China 11 cInstitut de Systmatique, volution, Biodiversit, ISYEB-UMR 7205-CNRS, MNHN, 12 UPMC, EPHE, Musum national dHistoire naturelle, Sorbonne Universits, 57 rue 13 Cuvier, CP 50, Entomologie, F-75005, Paris, France 14 dDepartment of Earth Sciences, The Natural History Museum, London SW7 5BD, UK 15 eGoglio (Tianjin) Packaging Co. Ltd, No.99, West 11 th Avenue, Airport Economic 16 Area, Tianjin, China 17 f Key Laboratory of Zoological Systematics and Evolution, Institute of Zoology, 18 Chinese Academy of Sciences, Beijing 100101, China",,Myanmar (Burma),China,Hong Kong,,,,,,yes,,,arthropoda,
64516,2018,Engel,Huang,"A new lineage of braconid wasps in Burmese Cenomanian amber (Hymenoptera, Braconidae)",10.3897/zookeys.730.22585,journal article," Division of Entomology, Natural History Museum, University of Kansas, 1501 Crestline Drive  Suite 140, Lawrence, Kansas 66045-4415, USA,;2 Department of Ecology & Evolutionary Biology, University of Kansas, Lawrence, Kansas 66045, USA,;3 Division of Invertebrate Zoology, American Museum of Natural History, Central Park West at 79th Street, New York, New York 10024-5192, USA,;4 State Key Laboratory of Palaeobiology and Stratigraphy, Nanjing Institute of Geology and Palaeontology, Chinese Academy of Sciences, Nanjing 210008, Peoples Republic of China,;5 Department of Plant Protection, College of Food and Agriculture Sciences, King Saud University, P.O. Box 2460, Riyadh 11451, Kingdom of Saudi Arabia, ",,Myanmar (Burma),USA,China,Saudi Arabia,,,,,yes,,,arthropoda,
66262,2018,Lin,Yao,A new scale insect of the extinct family Weitschatidae (Insecta: Hemiptera: Coccomorpha) from mid-Cretaceous Burmese amber,10.11646/zootaxa.4407.3.9,journal article,"Key Lab of Insect Evolution and Environmental Changes, Capital Normal University, Beijing 100048, China.",,Myanmar (Burma),China,,,,,,,yes,,,arthropoda,
68524,2018,Heiss,Guilbert,"A new species of Tingidae from Cretaceous amber from Myanmar (Hemiptera, Heteroptera)",10.11646/zootaxa.4457.2.10,journal article,"Research Entomologist, Tiroler Landesmuseum Ferdinandeum, A-6020 Innsbruck, Austria..",,Myanmar (Burma),Austria,,,,,,,yes,,,arthropoda,
65734,2018,Zheng,Nel,A well-preserved true dragonfly (Anisoptera: Gomphides: Burmagomphidae fam. nov.) from Cretaceous Burmese amber,10.1080/14772019.2017.1365100,journal article,"State Key Laboratory of Palaeobiology and Stratigraphy, Nanjing Institute of Geology and Palaeontology, Chinese Academy ofSciences, 39 East Beijing Road, Nanjing 210008, China;bDepartment of Earth Sciences, The University of Hong Kong, Hong KongSpecial Administrative Region, China;cInstitut de Systematique,Evolution, Biodiversite, ISYEB-UMR 7205-CNRS, MNHN, UPMC,EPHE, Museum national dHistoire naturelle, Sorbonne Universites, 57 rue Cuvier, CP 50, Entomologie, F-75005, Paris, France;dDepartment of Earth Sciences, The Natural History Museum, London SW7 5BD, UK;eKey Laboratory of Zoological Systematics andEvolution, Institute of Zoology, Chinese Academy of Sciences, Beijing 100101, China",,Myanmar (Burma),China,Hong Kong,France,UK,,,,yes,,,arthropoda,
64617,2018,Caterino,Maddison,"An early and mysterious histerid inquiline from Cretaceous Burmese amber (Coleoptera, Histeridae)",10.3897/zookeys.733.23126,journal article,"Department of Plant & Environmental Sciences, Clemson University, Clemson, SC 29634,;2 Department of Integrative Biology, Oregon State University, Corvallis, OR 97331, ",,Myanmar (Burma),USA,,,,,,,yes,,,arthropoda,
67274,2018,Daza,Bauer,An Enigmatic Miniaturized and Attenuate Whole Lizard from the Mid-Cretaceous Amber of Myanmar,10.3099/mcz49.1,journal article,"Department of Biological Sciences, Sam Houston State University, 2000 Avenue I, Life Sciences Building,Room 105, Huntsville, Texas 77341, U.S.A.; e-mail: juand.daza@gmail.com.2Department of Biology, Villanova University, 800 Lancaster Avenue, Villanova, Pennsylvania19085, U.S.A.;e-mail: aaron.bauer@villanova.edu.3Harvard University, Museum of Comparative Zoology, 26 Oxford Street, Cambridge, Massachusetts 02138,U.S.A.; e-mail: losos@wustl.edu.4Department of Herpetology, Florida Museum of Natural History, 3215 Hull Road, Gainesville, Florida 31611,U.S.A.; e-mail: elstanley@flmnh.ufl.edu.5School of Earth Sciences, University of Bristol, Life Sciences Building, 24 Tyndall Avenue, Bristol, BS8 1TQ,United Kingdom; e-mail: arnau.bolet@bristol.ac.uk.6Institut Catal`a de Paleontologia Miquel Crusafont, Universitat Aut`onoma de Barcelona, ICTA-ICP building,c/ de les columnes, s/n, E-08193 Cerdanyola del Vall`es, Spain; e-mail: arnau.bolet@icp.cat.7Department of Biology, Campus Box 1137, Washington University, Saint Louis, Missouri 63130, U.S.A.; ",,Myanmar (Burma),USA,Spain,UK,,,,,yes,Breviora,no,squamata,
65755,2018,Wichard,Espeland,"Caddisflies with unusual hair-fans on the legs in Cretaceous Burmese amber (Insecta, Trichoptera)",10.18476/pale.11.a3,journal article,"wilfried wichard, Institut fr Biologie und ihre Didaktik, Universitt zu Kln, Gronewaldstr. 2, 50931 Kln, Germany.marianne espeland, Arthropoda Department, Zoological Research Museum Alexander Koenig, Adenauer-Allee 160, 53113 Bonn, Germany.bo  wang,  State  Key  Laboratory  of  Palaeobiology  and  Stratigraphy,  Nanjing  Institute  of  Geology  and  Palaeontology,  Chinese  Academy of Sciences, Nanjing 210008, China & Center for Excellence in Life and Paleoenvironment, Chinese Academy of Sciences, Nanjing 210008, China.",,Myanmar (Burma),Germany,China,,,,,,yes,,,arthropoda,
67607,2018,Wesener,Moritz,Checklist of the Myriapoda in Cretaceous Burmese amber and a correction of the Myriapoda identified by Zhang (2017),,journal article,"Zoological Research Museum Alexander Koenig (ZFMK), Leibniz Institute for Animal Biodiversity, Adenauerallee 160, D-53113, Bonn, Germany",,Myanmar (Burma),Germany,,,,,,,yes,,,arthropoda,
66235,2018,Lis,Lis,"Chilamnestocoris mixtus gen. et spec. nov., the ‚àö√ò¬¨¬®¬¨√Örst burrower bug (Hemiptera: Pentatomoidea: Cydnidae) in Upper Cretaceous Burmese amber",10.1016/j.cretres.2018.06.017,journal article,"Department of Biosystematics, Opole University, Oleska 22, 45-052 Opole, Poland,;Tiroler Landesmuseum Ferdinandeum, Josef-Schraffl-Strasse 2a, 6020, Innsbruck, Austria",,Myanmar (Burma),Poland,Austria,,,,,,yes,,,arthropoda,
70985,2018,Podstrelen‚àö√â¬¨¬∞,Sendi,"Cratovitisma Bechly, 2007 (Blattaria: Umenocoleidae) recorded in Lebanese and Myanmar ambers",10.1127/pala/2018/0076,journal article,"Institute of Zoolog y, Slovak Academy of Sciences, Dbravsk cesta 9, 84506 Bratislava, Slovakia; and Faculty of Natural Sciences, Ilkovi?ova 6, Bratislava, 84104, Slovakia",,Myanmar (Burma),Slovakia,,,,,,,yes,,,arthropoda,
66609,2018,Makranczy,Yamamoto,"Description of a Cretaceous amber fossil putatively of the tribe Coprophilini (Coleoptera, Staphylinidae, Oxytelinae)",10.3897/zookeys.782.27733,journal article,"Department of Zoology, Hungarian Natural History Museum, H-1088 Budapest, Baross utca 13, Hungary, Hungarian Natural History Museum, Budapest, Hungary,;2 Integrative Research Center, Field Museum of Natural History, 1400 S Lake Shore Drive, Chicago, IL 60605-2496, USA, Field Museum of Natural History, Chicago, United States of America,;3 Division of Entomology, Natural History Museum and Department of Ecology & Evolutionary Biology, University of Kansas, 1501 Crestline Drive  Suite 140, Lawrence, Kansas 66045-4415, USA, University of Kansas, Lawrence, United States of America,;4 Division of Invertebrate Zoology, American Museum of Natural History, Central Park West at 79th Street, New York, New York 10024-5192, USA, American Museum of Natural History, New York, United States of America, ",,Myanmar (Burma),Hungary,USA,,,,,,yes,,,arthropoda,
65707,2018,Chen,Wang,Discovery of a new stonefly genus with three new species from mid-Cretaceous Burmese amber (Plecoptera: Perlidae),10.11646/zootaxa.4378.4.8,journal article,"School of Horticulture and Plant Protection & Institute of Applied Entomology, Yangzhou University, Yangzhou 225009, China..",,Myanmar (Burma),China,,,,,,,yes,,,arthropoda,
66258,2018,Guglielmino,Olmi,Discovery of the first species of Dryinus Latreille (Hymenoptera: Dryinidae) from Burmese amber,10.11646/zootaxa.4394.3.10 ,journal article,"Department of Agriculture and Forestry Sciences, University of Tuscia, Via San Camillo de Lellis, I-01100 Viterbo, Italy2Tropical Entomology Research Center, Via De Gasperi 10, I-01100 Viterbo, Italy 3Department of Biological, Geological and Environmental Sciences, Animal Biology section, University of Catania, Via Androne 81,95124 Catania, Italy",,Myanmar (Burma),Italy,,,,,,,yes,,,arthropoda,
64808,2018,Cai,Huang,First fossil thaneroclerid beetle from mid-Cretaceous Burmese amber (Coleoptera: Cleroidea: Thanerocleridae),/10.1080/03115518.2017.1414878,journal article,"Chenyang Cai [cycai@nigpas.ac.cn] Key Laboratory of Economic Stratigraphy and Palaeogeography, Nanjing Institute of Geology and Palaeon-tology, Chinese Academy of Sciences, Nanjing 210008, PR China; Diying Huang [dyhuang@nigpas.ac.cn] State Key Laboratory of Palaeobiologyand Stratigraphy, Nanjing Institute of Geology and Palaeontology, Chinese Academy of Sciences, Nanjing 210008, PR China. ",,Myanmar (Burma),China,,,,,,,yes,,,arthropoda,
69285,2018,Szadziewski,Sontag,"First male of Corethrella andersoni Poinar & Szadziewski, 2007 (Diptera: Corethrellidae) from mid-Cretaceous Burmese amber",10.11646/palaeoentomology.1.1.6,journal article,"Department of Invertebrate Zoology and Parasitology, University of Gda?sk, Wita Stwosza 59, PL 80-308 Gda?sk, Poland",,Myanmar (Burma),Poland,,,,,,,yes,,,arthropoda,
67628,2018,Wunderlich,M‚àö√â¬¨¬∫ller,Fossil spiders (Araneae) in Cretaceous Burmese amber,,serial monograph,"Huiting Wu School of Earth Sciences,China University of Geosciences,Wuhan 430074,PR China and School of Life and Environmental Sciences,Deakin University,Melbourne Burwood Campus,221 Burwood Highway,Burwood,Victoria 3125,Australia;Weihong He [whzhang@cug.edu.cn]State Key Laboratory of Biogeology and Environmental Geology,School of Earth Sciences,China University of Geosciences,Wuhan 430074, PRChina;G.R.Shi [guang.shi@deakin.edu.au] School of Life and Environmental Sciences,Deakin University,Melbourne Burwood Campus,221Burwood Highway,Burwood,Victoria 3125,Australia;Kexin Zhang State Key Laboratory of Biogeology and Environmental Geology,School ofEarth Sciences,China University of Geosciences,Wuhan 430074, PR China;Tinglu Yang Faculty of Geosciences,East China University of Tech-nology,Nanchang 330013, PR China;Yang Zhang School of Earth Sciences and Resource,China University of Geosciences,Beijing 100083, PRChina;Yifan Xiao and Bing Chen School of Earth Sciences,China University of Geosciences,Wuhan 430074, PR China;Shunbao Wu,School ofEarth Sciences,China University of Geosciences,Wuhan 430074, PR China",,Myanmar (Burma),China,Australia,,,,,,yes,,,arthropoda,
68487,2018,Chen,,"Key to the fossil genus Largusoperla (Plecoptera: Perlidae), with description of two new species from mid-Cretaceous Burmese amber",10.11646/zootaxa.4450.4.8,journal article,"School of Horticulture and Plant Protection & Institute of Applied Entomology, Yangzhou University, Yangzhou 225009, China. Department of Bioagricultural Sciences and Pest Management, Colorado State University, Fort Collins, Colorado, 80523, U.S.A..",,Myanmar (Burma),China,USA,,,,,,yes,,,arthropoda,
64832,2018,Yang,Shi,"New genus and species of sisyrids (Insecta, Neuroptera) from the Late Cretaceous Myanmar amber",10.3897/zookeys.739.22310,journal article,"State Key Laboratory of Biocontrol, Key Laboratory of Biodiversity Dynamics and Conservation of Guangdong Higher Education Institute, Ecology and Evolution, School of Life Sciences, Sun Yat-sen University, Guangzhou 510275, PR China,;2 College of Life Sciences, Capital Normal University, Xisanhuanbeilu 105, Haidian District, Beijing 100048, PR China,;3 Geoscience Museum, Hebei GEO University, 136 Huaiandonglu, Shijiazhuang, 050031, PR China,;4 School of Earth Sciences and Engineering, Sun Yat-sen University, Guangzhou 510275, PR China, ",,Myanmar (Burma),China,,,,,,,yes,,,arthropoda,
67758,2018,Poinar,Vega,New subfamily of ambrosia beetles (Coleoptera: Platypodidae) from mid-Cretaceous Burmese amber,10.1080/08912963.2018.1528446,journal article,"Department of Integrative Biology, Oregon State University, Corvallis, OR, USA;bSustainable Perennial Crops Laboratory, U. S. Department ofAgriculture, Agricultural Research Service, Beltsville, MD, USA;cInstitute of Systematics and Ecology of Animals of the Siberian Branch of theRussian Academy of Sciences, Novosibirsk, Russia;dAltai State University, Barnaul, Russi",,Myanmar (Burma),USA,Russia,,,,,,yes,,,arthropoda,
66048,2018,Chen,,"Pinguisoperla, a new fossil genus of Perlidae (Insecta: Plecoptera) from mid-Cretaceous Burmese amber",10.11646/zootaxa.4425.3.13 ,journal article,"School of Horticulture and Plant Protection & Institute of Applied Entomology, Yangzhou University, Yangzhou 225009, China.. 741208116@qq.com.",grid.268415.c,Myanmar (Burma),China,,,,,,,yes,,,arthropoda,
69170,2018,Yamamoto,Caron,"Propiestus archaicus, the first Mesozoic amber inclusion of piestine rove beetles and its evolutionary and biogeographical significance (Coleoptera: Staphylinidae: Piestinae)",10.1080/14772019.2018.1517282,journal article,"aIntegrative Research Center, Field Museum of Natural History, 1400 S Lake Shore Drive, Chicago, IL 60605, USA;bThe KyushuUniversity Museum, Hakozaki 6-10-1, Fukuoka 812-8581, Japan;cBiodiversity Department, Federal University of Parana,Rua Pioneiro 2153, Jardim Dallas, 85950-000 Palotina, PR, Brazil",,Myanmar (Burma),USA,Japan,Brazil,,,,,yes,,,arthropoda,
68067,2018,Bao,Rust,"Systematics, phylogeny and taphonomy of Cretaceous Psephenidae (Insecta: Coleoptera) from Burmese amber",10.1127/0375-0442/2018/0086,journal article,"Tong Bao, State Key Laboratory of Palaeobiolog y and Stratigraphy, Nanjing Institute of Geolog y and Palaeontolog y, Chinese Academy of Sciences, Nanjing 210008, China and Steinmann Institute, University of Bonn, 53115 Bonn, Germany, e-mail: baotongking@gmail.comJes Rust, Steinmann Institute, University of Bonn, 53115 Bonn, Germany, e-mail: jrust@uni-bonn.deBow Wang, State Key Laboratory of Palaeobiolog y and Stratigraphy, Nanjing Institute of Geolog y and Palaeontolog y, Chinese Academy of Sciences, Nanjing 210008, China and Shandong Provincial Key Laboratory of Depositional Mineralization & Sedimentary Minerals, Shandong University of Science and Technolog y, Qingdao 266590, China, ",,Myanmar (Burma),China,Germany,,,,,,yes,,,arthropoda,
65166,2018,Hu,Lu,"Taxonomic notes on Babinskaiidae from the Cretaceous Burmese amber, with the description of a new species (Insecta, Neuroptera)",10.3897/zookeys.748.24198,journal article,"Department of Entomology, China Agricultural University, Beijing 100193, China,;2 State Key Laboratory of Palaeobiology and Stratigraphy, Nanjing Institute of Geology and Palaeontology, Chinese Academy of Sciences, Nanjing, China, ",,Myanmar (Burma),China,,,,,,,yes,,,arthropoda,
68517,2018,Mashimo,M‚àö√â¬¨¬∫ller,"The ""hairy beast"" - Zorotypus hirsutus sp. n., an unusual new species of Zoraptera (Insecta) from Burmese amber",10.11646/zootaxa.4508.4.4,journal article,"Graduate School of Symbiotic Systems Science and Technology, Fukushima University, Kanayagawa 1, Fukushima, Fukushima 960-1296, Japan",,Myanmar (Burma),Japan,,,,,,,yes,,,arthropoda,
67518,2018,Yu,‚àö√ñ‚âà¬∞lipi‚àö√ñ‚Äö√Ñ√ªski,The first fossil Limnichidae from the Upper Cretaceous Burmese amber (Coleoptera: Byrrhoidea),10.3161/00034541ANZ2018.68.4.008,,"State Key Laboratory of Biocontrol, School of Life Sciences, Sun Yat-sen University, Guangzhou 510275, China;e-mails: yuyali3@mail.sysu.edu.cn, lsshpang@mail.sysu.edu.cn2Australian National Insect Collection, CSIRO National Research CollectionsAustralia, GPO Box 1700, Canberra, ACT 2601, Australia;e-mail: Adam.Slipinski@csiro.au3College of Life Sciences, Capital Normal University, Xisanhuanbeilu 105,Haidian District, Beijing, 100048, PR China;",,Myanmar (Burma),China,Australia,,,,,,yes,,,arthropoda,
65095,2018,Lu,Wang,The first green lacewing (Insecta: Neuroptera: Chrysopidae) from the mid-Cretaceous amber of Myanmar,10.11646/zootaxa.4399.4.,journal article,"1Department of Entomology, China Agricultural University, Beijing 100193, China2State Key Laboratory of Palaeobiology and Stratigraphy, Nanjing Institute of Geology and Palaeontology, Chinese Academy of Sci-ences, Nanjing, China.3Museum fr Naturkunde, Leibniz-Institut fr Evolutions- und Biodiversitaetsforschung, Invalidenstrae 43, Berlin 10115, Germ",,Myanmar (Burma),China,Germany,,,,,,yes,,,arthropoda,
69339,2018,Yin,Zhou,"The genus Scydmobisetia Ja‚àö√ñ‚Äö√Ñ√∂oszy‚àö√ñ‚Äö√Ñ√ªski & Yamamoto, 2016 in Upper Cretaceous Burmese amber (Coleoptera, Staphylinidae, Scydmaeninae)",,journal article,"KMS Nanjing Institute of Geology and Palaeonotology,CAS",,Myanmar (Burma),China,,,,,,,yes,,,arthropoda,
64821,2018,Emeljanov,Shcherbakov,The longest-nosed Mesozoic Fulgoroidea (Homoptera): a new family from mid-Cretaceous Burmese amber,10.25221/fee.354.1,journal article,"1) Zoological Institute, Russian Academy of Sciences, Universitetskaya Emb. 1, St.-Petersburg, 199034, Russia. E-mail: alexandr.emeljanov@zin.ru2) A.A. Borissiak Paleontological Institute, Russian Academy of Sciences, Moscow, Profsoyuznaya St. 123, Moscow, 117647, Russia.",,Myanmar (Burma),Russia,,,,,,,yes,,,arthropoda,
67004,2018,Wichard,M‚àö√â¬¨¬∫ller,"The psychomyiid genus Palerasnitsynus (Insecta, Trichoptera) in mid-Cretaceous Burmese amber",10.18476/pale.11.a8,journal article,"Wilfried Wichard, Institut fr Biologie, Universitt zu Kln, Gronewaldstr. 2, 50931 Kln, Germany;PatricK Mller, Friedhofstrae 9, 66894 Kshofen, Germany;bo Wang, State Key Laboratory of Palaeobiology and Stratigraphy, Nanjing Institute of Geology and Palaeontology, Chinese Acad-emy of Sciences, Nanjing 210008, China & Center for Excellence in Life and Paleoenvironment, Chinese Academy of Sciences, Nan-jing 210008, China; Key Laboratory of Zoological Systematics and Evolution, Institute of Zoology, Chinese Academy of Sciences, Beijing 100101, China",,Myanmar (Burma),Germany,China,,,,,,yes,,,arthropoda,
69180,2018,Zheng,Wang,The second hemiphlebiid damselfly (Odonata: Zygoptera) from mid-Cretaceous Burmese amber,10.1080/03115518.2018.1518485,journal article,"Daran Zheng[dranzheng@gmail.com], Bo Wang[bowang@nigpas.ac.cn] State Key Laboratory of Palaeobiology and Stratigraphy, NanjingInstitute of Geology and Palaeontology and Center for Excellence in Life and Paleoenvironment, Chinese Academy of Sciences, 39 East BeijingRoad, Nanjing 210008, PR China.Also affiliated with: Department of Earth Sciences, The University of Hong Kong, Hong Kong SpecialAdministrative Region, PR China.Also affiliated with: Shandong Provincial Key Laboratory of Depositional Mineralization & SedimentaryMinerals, Shandong University of Science and Technology, Qingdao, Shandong 266590, PR China and Key Laboratory of ZoologicalSystematics and Evolution, Institute of Zoology, Chinese Academy of Sciences, Beijing 100101, PR China. ",,Myanmar (Burma),China,Hong Kong,,,,,,yes,,,arthropoda,
